payroll_item_id,payroll_run_id,payroll_line_id,employee_snapshot_id,employee_id,person_id,employment_relationship_id,item_code,item_name,item_category,amount,currency,taxable,affects_net_pay,cost_company_id,source_object_type,source_object_id,applied_rule_ids,calculation_trace
PI_PL_202604_EMP033_PERFORMANCE_SALARY,PAYROLL_202604,PL_202604_EMP033,ESNAP_202604_EMP033,EMP033,PER033,EREL_202604_EMP033,PERFORMANCE_SALARY,绩效薪资,earning,3000.0,CNY,1,1,COMP_NDSC,PerformanceGradeRule,,payroll_performance_salary_formula,"{""performance_salary"": {""coefficient"": 1.0, ""grade_rule_id"": ""PERF_RULE_03"", ""performance_grade"": ""C"", ""performance_record_id"": ""PERF_202604_EMP033"", ""performance_salary"": 3000.0}}"
PI_PL_202604_EMP034_BASIC_SALARY,PAYROLL_202604,PL_202604_EMP034,ESNAP_202604_EMP034,EMP034,PER034,EREL_202604_EMP034,BASIC_SALARY,基本薪资,earning,7000.0,CNY,1,1,COMP_SCNY,SalarySplitRule,,payroll_salary_split_formula,"{""basic_salary"": {""basic_salary"": 7000.0, ""basic_salary_rate"": 0.7, ""monthly_salary_total"": 10000.0, ""performance_base_rate"": 0.3, ""performance_salary_base"": 3000.0, ""position"": ""员工"", ""split_rule_id"": ""SPLIT_06""}}"
PI_PL_202604_EMP034_PERFORMANCE_SALARY,PAYROLL_202604,PL_202604_EMP034,ESNAP_202604_EMP034,EMP034,PER034,EREL_202604_EMP034,PERFORMANCE_SALARY,绩效薪资,earning,3000.0,CNY,1,1,COMP_SCNY,PerformanceGradeRule,,payroll_performance_salary_formula,"{""performance_salary"": {""coefficient"": 1.0, ""grade_rule_id"": ""PERF_RULE_03"", ""performance_grade"": ""C"", ""performance_record_id"": ""PERF_202604_EMP034"", ""performance_salary"": 3000.0}}"
PI_PL_202604_EMP035_BASIC_SALARY,PAYROLL_202604,PL_202604_EMP035,ESNAP_202604_EMP035,EMP035,PER035,EREL_202604_EMP035,BASIC_SALARY,基本薪资,earning,7000.0,CNY,1,1,COMP_NDSC,SalarySplitRule,,payroll_salary_split_formula,"{""basic_salary"": {""basic_salary"": 7000.0, ""basic_salary_rate"": 0.7, ""monthly_salary_total"": 10000.0, ""performance_base_rate"": 0.3, ""performance_salary_base"": 3000.0, ""position"": ""员工"", ""split_rule_id"": ""SPLIT_06""}}"
PI_PL_202604_EMP035_PERFORMANCE_SALARY,PAYROLL_202604,PL_202604_EMP035,ESNAP_202604_EMP035,EMP035,PER035,EREL_202604_EMP035,PERFORMANCE_SALARY,绩效薪资,earning,3000.0,CNY,1,1,COMP_NDSC,PerformanceGradeRule,,payroll_performance_salary_formula,"{""performance_salary"": {""coefficient"": 1.0, ""grade_rule_id"": ""PERF_RULE_03"", ""performance_grade"": ""C"", ""performance_record_id"": ""PERF_202604_EMP035"", ""performance_salary"": 3000.0}}"
PI_PL_202604_EMP036_BASIC_SALARY,PAYROLL_202604,PL_202604_EMP036,ESNAP_202604_EMP036,EMP036,PER036,EREL_202604_EMP036,BASIC_SALARY,基本薪资,earning,7000.0,CNY,1,1,COMP_NDSC,SalarySplitRule,,payroll_salary_split_formula,"{""basic_salary"": {""basic_salary"": 7000.0, ""basic_salary_rate"": 0.7, ""monthly_salary_total"": 10000.0, ""performance_base_rate"": 0.3, ""performance_salary_base"": 3000.0, ""position"": ""员工"", ""split_rule_id"": ""SPLIT_06""}}"
PI_PL_202604_EMP036_PERFORMANCE_SALARY,PAYROLL_202604,PL_202604_EMP036,ESNAP_202604_EMP036,EMP036,PER036,EREL_202604_EMP036,PERFORMANCE_SALARY,绩效薪资,earning,3000.0,CNY,1,1,COMP_NDSC,PerformanceGradeRule,,payroll_performance_salary_formula,"{""performance_salary"": {""coefficient"": 1.0, ""grade_rule_id"": ""PERF_RULE_03"", ""performance_grade"": ""C"", ""performance_record_id"": ""PERF_202604_EMP036"", ""performance_salary"": 3000.0}}"
PI_PL_202604_EMP037_BASIC_SALARY,PAYROLL_202604,PL_202604_EMP037,ESNAP_202604_EMP037,EMP037,PER037,EREL_202604_EMP037,BASIC_SALARY,基本薪资,earning,7000.0,CNY,1,1,COMP_NDSC,SalarySplitRule,,payroll_salary_split_formula,"{""basic_salary"": {""basic_salary"": 7000.0, ""basic_salary_rate"": 0.7, ""monthly_salary_total"": 10000.0, ""performance_base_rate"": 0.3, ""performance_salary_base"": 3000.0, ""position"": ""员工"", ""split_rule_id"": ""SPLIT_06""}}"
PI_PL_202604_EMP037_PERFORMANCE_SALARY,PAYROLL_202604,PL_202604_EMP037,ESNAP_202604_EMP037,EMP037,PER037,EREL_202604_EMP037,PERFORMANCE_SALARY,绩效薪资,earning,3000.0,CNY,1,1,COMP_NDSC,PerformanceGradeRule,,payroll_performance_salary_formula,"{""performance_salary"": {""coefficient"": 1.0, ""grade_rule_id"": ""PERF_RULE_03"", ""performance_grade"": ""C"", ""performance_record_id"": ""PERF_202604_EMP037"", ""performance_salary"": 3000.0}}"
PI_PL_202604_EMP038_BASIC_SALARY,PAYROLL_202604,PL_202604_EMP038,ESNAP_202604_EMP038,EMP038,PER038,EREL_202604_EMP038,BASIC_SALARY,基本薪资,earning,7000.0,CNY,1,1,COMP_NDSC,SalarySplitRule,,payroll_salary_split_formula,"{""basic_salary"": {""basic_salary"": 7000.0, ""basic_salary_rate"": 0.7, ""monthly_salary_total"": 10000.0, ""performance_base_rate"": 0.3, ""performance_salary_base"": 3000.0, ""position"": ""员工"", ""split_rule_id"": ""SPLIT_06""}}"
PI_PL_202604_EMP038_PERFORMANCE_SALARY,PAYROLL_202604,PL_202604_EMP038,ESNAP_202604_EMP038,EMP038,PER038,EREL_202604_EMP038,PERFORMANCE_SALARY,绩效薪资,earning,3600.0,CNY,1,1,COMP_NDSC,PerformanceGradeRule,,payroll_performance_salary_formula,"{""performance_salary"": {""coefficient"": 1.2, ""grade_rule_id"": ""PERF_RULE_02"", ""performance_grade"": ""B"", ""performance_record_id"": ""PERF_202604_EMP038"", ""performance_salary"": 3600.0}}"
PI_PL_202604_EMP039_BASIC_SALARY,PAYROLL_202604,PL_202604_EMP039,ESNAP_202604_EMP039,EMP039,PER039,EREL_202604_EMP039,BASIC_SALARY,基本薪资,earning,7000.0,CNY,1,1,COMP_NDSC,SalarySplitRule,,payroll_salary_split_formula,"{""basic_salary"": {""basic_salary"": 7000.0, ""basic_salary_rate"": 0.7, ""monthly_salary_total"": 10000.0, ""performance_base_rate"": 0.3, ""performance_salary_base"": 3000.0, ""position"": ""员工"", ""split_rule_id"": ""SPLIT_06""}}"
PI_PL_202604_EMP039_PERFORMANCE_SALARY,PAYROLL_202604,PL_202604_EMP039,ESNAP_202604_EMP039,EMP039,PER039,EREL_202604_EMP039,PERFORMANCE_SALARY,绩效薪资,earning,3000.0,CNY,1,1,COMP_NDSC,PerformanceGradeRule,,payroll_performance_salary_formula,"{""performance_salary"": {""coefficient"": 1.0, ""grade_rule_id"": ""PERF_RULE_03"", ""performance_grade"": ""C"", ""performance_record_id"": ""PERF_202604_EMP039"", ""performance_salary"": 3000.0}}"
PI_PL_202604_EMP040_BASIC_SALARY,PAYROLL_202604,PL_202604_EMP040,ESNAP_202604_EMP040,EMP040,PER040,EREL_202604_EMP040,BASIC_SALARY,基本薪资,earning,7000.0,CNY,1,1,COMP_NDSC,SalarySplitRule,,payroll_salary_split_formula,"{""basic_salary"": {""basic_salary"": 7000.0, ""basic_salary_rate"": 0.7, ""monthly_salary_total"": 10000.0, ""performance_base_rate"": 0.3, ""performance_salary_base"": 3000.0, ""position"": ""员工"", ""split_rule_id"": ""SPLIT_06""}}"
PI_PL_202604_EMP040_PERFORMANCE_SALARY,PAYROLL_202604,PL_202604_EMP040,ESNAP_202604_EMP040,EMP040,PER040,EREL_202604_EMP040,PERFORMANCE_SALARY,绩效薪资,earning,3000.0,CNY,1,1,COMP_NDSC,PerformanceGradeRule,,payroll_performance_salary_formula,"{""performance_salary"": {""coefficient"": 1.0, ""grade_rule_id"": ""PERF_RULE_03"", ""performance_grade"": ""C"", ""performance_record_id"": ""PERF_202604_EMP040"", ""performance_salary"": 3000.0}}"
PI_PL_202604_EMP041_BASIC_SALARY,PAYROLL_202604,PL_202604_EMP041,ESNAP_202604_EMP041,EMP041,PER041,EREL_202604_EMP041,BASIC_SALARY,基本薪资,earning,6000.0,CNY,1,1,COMP_JS,SalarySplitRule,,payroll_salary_split_formula,"{""basic_salary"": {""basic_salary"": 6000.0, ""basic_salary_rate"": 0.6, ""monthly_salary_total"": 10000.0, ""performance_base_rate"": 0.4, ""performance_salary_base"": 4000.0, ""position"": ""部门负责人"", ""split_rule_id"": ""SPLIT_05""}}"
PI_PL_202604_EMP041_PERFORMANCE_SALARY,PAYROLL_202604,PL_202604_EMP041,ESNAP_202604_EMP041,EMP041,PER041,EREL_202604_EMP041,PERFORMANCE_SALARY,绩效薪资,earning,4000.0,CNY,1,1,COMP_JS,PerformanceGradeRule,,payroll_performance_salary_formula,"{""performance_salary"": {""coefficient"": 1.0, ""grade_rule_id"": ""PERF_RULE_03"", ""performance_grade"": ""C"", ""performance_record_id"": ""PERF_202604_EMP041"", ""performance_salary"": 4000.0}}"
PI_PL_202604_EMP042_BASIC_SALARY,PAYROLL_202604,PL_202604_EMP042,ESNAP_202604_EMP042,EMP042,PER042,EREL_202604_EMP042,BASIC_SALARY,基本薪资,earning,7000.0,CNY,1,1,COMP_NDSC,SalarySplitRule,,payroll_salary_split_formula,"{""basic_salary"": {""basic_salary"": 7000.0, ""basic_salary_rate"": 0.7, ""monthly_salary_total"": 10000.0, ""performance_base_rate"": 0.3, ""performance_salary_base"": 3000.0, ""position"": ""员工"", ""split_rule_id"": ""SPLIT_06""}}"
PI_PL_202604_EMP042_PERFORMANCE_SALARY,PAYROLL_202604,PL_202604_EMP042,ESNAP_202604_EMP042,EMP042,PER042,EREL_202604_EMP042,PERFORMANCE_SALARY,绩效薪资,earning,3000.0,CNY,1,1,COMP_NDSC,PerformanceGradeRule,,payroll_performance_salary_formula,"{""performance_salary"": {""coefficient"": 1.0, ""grade_rule_id"": ""PERF_RULE_03"", ""performance_grade"": ""C"", ""performance_record_id"": ""PERF_202604_EMP042"", ""performance_salary"": 3000.0}}"
PI_PL_202604_EMP043_BASIC_SALARY,PAYROLL_202604,PL_202604_EMP043,ESNAP_202604_EMP043,EMP043,PER043,EREL_202604_EMP043,BASIC_SALARY,基本薪资,earning,7000.0,CNY,1,1,COMP_NDSC,SalarySplitRule,,payroll_salary_split_formula,"{""basic_salary"": {""basic_salary"": 7000.0, ""basic_salary_rate"": 0.7, ""monthly_salary_total"": 10000.0, ""performance_base_rate"": 0.3, ""performance_salary_base"": 3000.0, ""position"": ""员工"", ""split_rule_id"": ""SPLIT_06""}}"
PI_PL_202604_EMP043_PERFORMANCE_SALARY,PAYROLL_202604,PL_202604_EMP043,ESNAP_202604_EMP043,EMP043,PER043,EREL_202604_EMP043,PERFORMANCE_SALARY,绩效薪资,earning,3000.0,CNY,1,1,COMP_NDSC,PerformanceGradeRule,,payroll_performance_salary_formula,"{""performance_salary"": {""coefficient"": 1.0, ""grade_rule_id"": ""PERF_RULE_03"", ""performance_grade"": ""C"", ""performance_record_id"": ""PERF_202604_EMP043"", ""performance_salary"": 3000.0}}"
PI_PL_202604_EMP044_BASIC_SALARY,PAYROLL_202604,PL_202604_EMP044,ESNAP_202604_EMP044,EMP044,PER044,EREL_202604_EMP044,BASIC_SALARY,基本薪资,earning,7000.0,CNY,1,1,COMP_NDSC,SalarySplitRule,,payroll_salary_split_formula,"{""basic_salary"": {""basic_salary"": 7000.0, ""basic_salary_rate"": 0.7, ""monthly_salary_total"": 10000.0, ""performance_base_rate"": 0.3, ""performance_salary_base"": 3000.0, ""position"": ""员工"", ""split_rule_id"": ""SPLIT_06""}}"
PI_PL_202604_EMP044_PERFORMANCE_SALARY,PAYROLL_202604,PL_202604_EMP044,ESNAP_202604_EMP044,EMP044,PER044,EREL_202604_EMP044,PERFORMANCE_SALARY,绩效薪资,earning,3000.0,CNY,1,1,COMP_NDSC,PerformanceGradeRule,,payroll_performance_salary_formula,"{""performance_salary"": {""coefficient"": 1.0, ""grade_rule_id"": ""PERF_RULE_03"", ""performance_grade"": ""C"", ""performance_record_id"": ""PERF_202604_EMP044"", ""performance_salary"": 3000.0}}"
PI_PL_202604_EMP045_BASIC_SALARY,PAYROLL_202604,PL_202604_EMP045,ESNAP_202604_EMP045,EMP045,PER045,EREL_202604_EMP045,BASIC_SALARY,基本薪资,earning,7000.0,CNY,1,1,COMP_NDSC,SalarySplitRule,,payroll_salary_split_formula,"{""basic_salary"": {""basic_salary"": 7000.0, ""basic_salary_rate"": 0.7, ""monthly_salary_total"": 10000.0, ""performance_base_rate"": 0.3, ""performance_salary_base"": 3000.0, ""position"": ""员工"", ""split_rule_id"": ""SPLIT_06""}}"
PI_PL_202604_EMP045_PERFORMANCE_SALARY,PAYROLL_202604,PL_202604_EMP045,ESNAP_202604_EMP045,EMP045,PER045,EREL_202604_EMP045,PERFORMANCE_SALARY,绩效薪资,earning,3000.0,CNY,1,1,COMP_NDSC,PerformanceGradeRule,,payroll_performance_salary_formula,"{""performance_salary"": {""coefficient"": 1.0, ""grade_rule_id"": ""PERF_RULE_03"", ""performance_grade"": ""C"", ""performance_record_id"": ""PERF_202604_EMP045"", ""performance_salary"": 3000.0}}"
PI_PL_202604_EMP046_BASIC_SALARY,PAYROLL_202604,PL_202604_EMP046,ESNAP_202604_EMP046,EMP046,PER046,EREL_202604_EMP046,BASIC_SALARY,基本薪资,earning,7000.0,CNY,1,1,COMP_NDSC,SalarySplitRule,,payroll_salary_split_formula,"{""basic_salary"": {""basic_salary"": 7000.0, ""basic_salary_rate"": 0.7, ""monthly_salary_total"": 10000.0, ""performance_base_rate"": 0.3, ""performance_salary_base"": 3000.0, ""position"": ""员工"", ""split_rule_id"": ""SPLIT_06""}}"
PI_PL_202604_EMP046_PERFORMANCE_SALARY,PAYROLL_202604,PL_202604_EMP046,ESNAP_202604_EMP046,EMP046,PER046,EREL_202604_EMP046,PERFORMANCE_SALARY,绩效薪资,earning,3600.0,CNY,1,1,COMP_NDSC,PerformanceGradeRule,,payroll_performance_salary_formula,"{""performance_salary"": {""coefficient"": 1.2, ""grade_rule_id"": ""PERF_RULE_02"", ""performance_grade"": ""B"", ""performance_record_id"": ""PERF_202604_EMP046"", ""performance_salary"": 3600.0}}"
PI_PL_202604_EMP047_BASIC_SALARY,PAYROLL_202604,PL_202604_EMP047,ESNAP_202604_EMP047,EMP047,PER047,EREL_202604_EMP047,BASIC_SALARY,基本薪资,earning,7000.0,CNY,1,1,COMP_NDSC,SalarySplitRule,,payroll_salary_split_formula,"{""basic_salary"": {""basic_salary"": 7000.0, ""basic_salary_rate"": 0.7, ""monthly_salary_total"": 10000.0, ""performance_base_rate"": 0.3, ""performance_salary_base"": 3000.0, ""position"": ""员工"", ""split_rule_id"": ""SPLIT_06""}}"
PI_PL_202604_EMP047_PERFORMANCE_SALARY,PAYROLL_202604,PL_202604_EMP047,ESNAP_202604_EMP047,EMP047,PER047,EREL_202604_EMP047,PERFORMANCE_SALARY,绩效薪资,earning,3600.0,CNY,1,1,COMP_NDSC,PerformanceGradeRule,,payroll_performance_salary_formula,"{""performance_salary"": {""coefficient"": 1.2, ""grade_rule_id"": ""PERF_RULE_02"", ""performance_grade"": ""B"", ""performance_record_id"": ""PERF_202604_EMP047"", ""performance_salary"": 3600.0}}"
PI_PL_202604_EMP048_BASIC_SALARY,PAYROLL_202604,PL_202604_EMP048,ESNAP_202604_EMP048,EMP048,PER048,EREL_202604_EMP048,BASIC_SALARY,基本薪资,earning,7000.0,CNY,1,1,COMP_NDSC,SalarySplitRule,,payroll_salary_split_formula,"{""basic_salary"": {""basic_salary"": 7000.0, ""basic_salary_rate"": 0.7, ""monthly_salary_total"": 10000.0, ""performance_base_rate"": 0.3, ""performance_salary_base"": 3000.0, ""position"": ""员工"", ""split_rule_id"": ""SPLIT_06""}}"
PI_PL_202604_EMP048_PERFORMANCE_SALARY,PAYROLL_202604,PL_202604_EMP048,ESNAP_202604_EMP048,EMP048,PER048,EREL_202604_EMP048,PERFORMANCE_SALARY,绩效薪资,earning,3000.0,CNY,1,1,COMP_NDSC,PerformanceGradeRule,,payroll_performance_salary_formula,"{""performance_salary"": {""coefficient"": 1.0, ""grade_rule_id"": ""PERF_RULE_03"", ""performance_grade"": ""C"", ""performance_record_id"": ""PERF_202604_EMP048"", ""performance_salary"": 3000.0}}"
PI_PL_202604_EMP049_BASIC_SALARY,PAYROLL_202604,PL_202604_EMP049,ESNAP_202604_EMP049,EMP049,PER049,EREL_202604_EMP049,BASIC_SALARY,基本薪资,earning,7000.0,CNY,1,1,COMP_NDSC,SalarySplitRule,,payroll_salary_split_formula,"{""basic_salary"": {""basic_salary"": 7000.0, ""basic_salary_rate"": 0.7, ""monthly_salary_total"": 10000.0, ""performance_base_rate"": 0.3, ""performance_salary_base"": 3000.0, ""position"": ""员工"", ""split_rule_id"": ""SPLIT_06""}}"
PI_PL_202604_EMP049_PERFORMANCE_SALARY,PAYROLL_202604,PL_202604_EMP049,ESNAP_202604_EMP049,EMP049,PER049,EREL_202604_EMP049,PERFORMANCE_SALARY,绩效薪资,earning,3000.0,CNY,1,1,COMP_NDSC,PerformanceGradeRule,,payroll_performance_salary_formula,"{""performance_salary"": {""coefficient"": 1.0, ""grade_rule_id"": ""PERF_RULE_03"", ""performance_grade"": ""C"", ""performance_record_id"": ""PERF_202604_EMP049"", ""performance_salary"": 3000.0}}"
PI_PL_202604_EMP050_BASIC_SALARY,PAYROLL_202604,PL_202604_EMP050,ESNAP_202604_EMP050,EMP050,PER050,EREL_202604_EMP050,BASIC_SALARY,基本薪资,earning,7000.0,CNY,1,1,COMP_NDSC,SalarySplitRule,,payroll_salary_split_formula,"{""basic_salary"": {""basic_salary"": 7000.0, ""basic_salary_rate"": 0.7, ""monthly_salary_total"": 10000.0, ""performance_base_rate"": 0.3, ""performance_salary_base"": 3000.0, ""position"": ""员工"", ""split_rule_id"": ""SPLIT_06""}}"
PI_PL_202604_EMP050_PERFORMANCE_SALARY,PAYROLL_202604,PL_202604_EMP050,ESNAP_202604_EMP050,EMP050,PER050,EREL_202604_EMP050,PERFORMANCE_SALARY,绩效薪资,earning,3000.0,CNY,1,1,COMP_NDSC,PerformanceGradeRule,,payroll_performance_salary_formula,"{""performance_salary"": {""coefficient"": 1.0, ""grade_rule_id"": ""PERF_RULE_03"", ""performance_grade"": ""C"", ""performance_record_id"": ""PERF_202604_EMP050"", ""performance_salary"": 3000.0}}"
PI_PL_202604_EMP051_BASIC_SALARY,PAYROLL_202604,PL_202604_EMP051,ESNAP_202604_EMP051,EMP051,PER051,EREL_202604_EMP051,BASIC_SALARY,基本薪资,earning,7000.0,CNY,1,1,COMP_NDSC,SalarySplitRule,,payroll_salary_split_formula,"{""basic_salary"": {""basic_salary"": 7000.0, ""basic_salary_rate"": 0.7, ""monthly_salary_total"": 10000.0, ""performance_base_rate"": 0.3, ""performance_salary_base"": 3000.0, ""position"": ""员工"", ""split_rule_id"": ""SPLIT_06""}}"
PI_PL_202604_EMP051_PERFORMANCE_SALARY,PAYROLL_202604,PL_202604_EMP051,ESNAP_202604_EMP051,EMP051,PER051,EREL_202604_EMP051,PERFORMANCE_SALARY,绩效薪资,earning,2400.0,CNY,1,1,COMP_NDSC,PerformanceGradeRule,,payroll_performance_salary_formula,"{""performance_salary"": {""coefficient"": 0.8, ""grade_rule_id"": ""PERF_RULE_04"", ""performance_grade"": ""D"", ""performance_record_id"": ""PERF_202604_EMP051"", ""performance_salary"": 2400.0}}"
PI_PL_202604_EMP051_OTHER_ADJUSTMENT,PAYROLL_202604,PL_202604_EMP051,ESNAP_202604_EMP051,EMP051,PER051,EREL_202604_EMP051,OTHER_ADJUSTMENT,其他补扣,deduction,1680.0,CNY,1,1,,PayrollAdjustment,,payroll_gross_before_deduction_formula,"{""other_adjustment"": {""attendance_adjustment"": 0.0, ""basic_salary"": 7000.0, ""formula"": ""basic_salary + performance_salary + attendance_adjustment + other_adjustment"", ""other_adjustment"": -1680.0, ""performance_salary"": 2400.0, ""result"": 7720.0}}"
PI_PL_202604_EMP052_BASIC_SALARY,PAYROLL_202604,PL_202604_EMP052,ESNAP_202604_EMP052,EMP052,PER052,EREL_202604_EMP052,BASIC_SALARY,基本薪资,earning,7000.0,CNY,1,1,COMP_SCNY,SalarySplitRule,,payroll_salary_split_formula,"{""basic_salary"": {""basic_salary"": 7000.0, ""basic_salary_rate"": 0.7, ""monthly_salary_total"": 10000.0, ""performance_base_rate"": 0.3, ""performance_salary_base"": 3000.0, ""position"": ""员工"", ""split_rule_id"": ""SPLIT_06""}}"
PI_PL_202604_EMP052_PERFORMANCE_SALARY,PAYROLL_202604,PL_202604_EMP052,ESNAP_202604_EMP052,EMP052,PER052,EREL_202604_EMP052,PERFORMANCE_SALARY,绩效薪资,earning,2400.0,CNY,1,1,COMP_SCNY,PerformanceGradeRule,,payroll_performance_salary_formula,"{""performance_salary"": {""coefficient"": 0.8, ""grade_rule_id"": ""PERF_RULE_04"", ""performance_grade"": ""D"", ""performance_record_id"": ""PERF_202604_EMP052"", ""performance_salary"": 2400.0}}"
PI_PL_202604_EMP052_OTHER_ADJUSTMENT,PAYROLL_202604,PL_202604_EMP052,ESNAP_202604_EMP052,EMP052,PER052,EREL_202604_EMP052,OTHER_ADJUSTMENT,其他补扣,deduction,900.0,CNY,1,1,,PayrollAdjustment,,payroll_gross_before_deduction_formula,"{""other_adjustment"": {""attendance_adjustment"": 0.0, ""basic_salary"": 7000.0, ""formula"": ""basic_salary + performance_salary + attendance_adjustment + other_adjustment"", ""other_adjustment"": -900.0, ""performance_salary"": 2400.0, ""result"": 8500.0}}"
PI_PL_202604_EMP053_BASIC_SALARY,PAYROLL_202604,PL_202604_EMP053,ESNAP_202604_EMP053,EMP053,PER053,EREL_202604_EMP053,BASIC_SALARY,基本薪资,earning,7000.0,CNY,1,1,COMP_SCNY,SalarySplitRule,,payroll_salary_split_formula,"{""basic_salary"": {""basic_salary"": 7000.0, ""basic_salary_rate"": 0.7, ""monthly_salary_total"": 10000.0, ""performance_base_rate"": 0.3, ""performance_salary_base"": 3000.0, ""position"": ""员工"", ""split_rule_id"": ""SPLIT_06""}}"
PI_PL_202604_EMP053_PERFORMANCE_SALARY,PAYROLL_202604,PL_202604_EMP053,ESNAP_202604_EMP053,EMP053,PER053,EREL_202604_EMP053,PERFORMANCE_SALARY,绩效薪资,earning,3000.0,CNY,1,1,COMP_SCNY,PerformanceGradeRule,,payroll_performance_salary_formula,"{""performance_salary"": {""coefficient"": 1.0, ""grade_rule_id"": ""PERF_RULE_03"", ""performance_grade"": ""C"", ""performance_record_id"": ""PERF_202604_EMP053"", ""performance_salary"": 3000.0}}"
PI_PL_202604_EMP054_BASIC_SALARY,PAYROLL_202604,PL_202604_EMP054,ESNAP_202604_EMP054,EMP054,PER054,EREL_202604_EMP054,BASIC_SALARY,基本薪资,earning,7000.0,CNY,1,1,COMP_NDSC,SalarySplitRule,,payroll_salary_split_formula,"{""basic_salary"": {""basic_salary"": 7000.0, ""basic_salary_rate"": 0.7, ""monthly_salary_total"": 10000.0, ""performance_base_rate"": 0.3, ""performance_salary_base"": 3000.0, ""position"": ""员工"", ""split_rule_id"": ""SPLIT_06""}}"
PI_PL_202604_EMP054_PERFORMANCE_SALARY,PAYROLL_202604,PL_202604_EMP054,ESNAP_202604_EMP054,EMP054,PER054,EREL_202604_EMP054,PERFORMANCE_SALARY,绩效薪资,earning,3000.0,CNY,1,1,COMP_NDSC,PerformanceGradeRule,,payroll_performance_salary_formula,"{""performance_salary"": {""coefficient"": 1.0, ""grade_rule_id"": ""PERF_RULE_03"", ""performance_grade"": ""C"", ""performance_record_id"": ""PERF_202604_EMP054"", ""performance_salary"": 3000.0}}"
PI_PL_202604_EMP055_BASIC_SALARY,PAYROLL_202604,PL_202604_EMP055,ESNAP_202604_EMP055,EMP055,PER055,EREL_202604_EMP055,BASIC_SALARY,基本薪资,earning,7000.0,CNY,1,1,COMP_NDSC,SalarySplitRule,,payroll_salary_split_formula,"{""basic_salary"": {""basic_salary"": 7000.0, ""basic_salary_rate"": 0.7, ""monthly_salary_total"": 10000.0, ""performance_base_rate"": 0.3, ""performance_salary_base"": 3000.0, ""position"": ""员工"", ""split_rule_id"": ""SPLIT_06""}}"
PI_PL_202604_EMP055_PERFORMANCE_SALARY,PAYROLL_202604,PL_202604_EMP055,ESNAP_202604_EMP055,EMP055,PER055,EREL_202604_EMP055,PERFORMANCE_SALARY,绩效薪资,earning,3000.0,CNY,1,1,COMP_NDSC,PerformanceGradeRule,,payroll_performance_salary_formula,"{""performance_salary"": {""coefficient"": 1.0, ""grade_rule_id"": ""PERF_RULE_03"", ""performance_grade"": ""C"", ""performance_record_id"": ""PERF_202604_EMP055"", ""performance_salary"": 3000.0}}"
PI_PL_202604_EMP056_BASIC_SALARY,PAYROLL_202604,PL_202604_EMP056,ESNAP_202604_EMP056,EMP056,PER056,EREL_202604_EMP056,BASIC_SALARY,基本薪资,earning,7000.0,CNY,1,1,COMP_NDSC,SalarySplitRule,,payroll_salary_split_formula,"{""basic_salary"": {""basic_salary"": 7000.0, ""basic_salary_rate"": 0.7, ""monthly_salary_total"": 10000.0, ""performance_base_rate"": 0.3, ""performance_salary_base"": 3000.0, ""position"": ""员工"", ""split_rule_id"": ""SPLIT_06""}}"
PI_PL_202604_EMP056_PERFORMANCE_SALARY,PAYROLL_202604,PL_202604_EMP056,ESNAP_202604_EMP056,EMP056,PER056,EREL_202604_EMP056,PERFORMANCE_SALARY,绩效薪资,earning,3000.0,CNY,1,1,COMP_NDSC,PerformanceGradeRule,,payroll_performance_salary_formula,"{""performance_salary"": {""coefficient"": 1.0, ""grade_rule_id"": ""PERF_RULE_03"", ""performance_grade"": ""C"", ""performance_record_id"": ""PERF_202604_EMP056"", ""performance_salary"": 3000.0}}"
PI_PL_202604_EMP057_BASIC_SALARY,PAYROLL_202604,PL_202604_EMP057,ESNAP_202604_EMP057,EMP057,PER057,EREL_202604_EMP057,BASIC_SALARY,基本薪资,earning,7000.0,CNY,1,1,COMP_NDSC,SalarySplitRule,,payroll_salary_split_formula,"{""basic_salary"": {""basic_salary"": 7000.0, ""basic_salary_rate"": 0.7, ""monthly_salary_total"": 10000.0, ""performance_base_rate"": 0.3, ""performance_salary_base"": 3000.0, ""position"": ""员工"", ""split_rule_id"": ""SPLIT_06""}}"
PI_PL_202604_EMP057_PERFORMANCE_SALARY,PAYROLL_202604,PL_202604_EMP057,ESNAP_202604_EMP057,EMP057,PER057,EREL_202604_EMP057,PERFORMANCE_SALARY,绩效薪资,earning,3000.0,CNY,1,1,COMP_NDSC,PerformanceGradeRule,,payroll_performance_salary_formula,"{""performance_salary"": {""coefficient"": 1.0, ""grade_rule_id"": ""PERF_RULE_03"", ""performance_grade"": ""C"", ""performance_record_id"": ""PERF_202604_EMP057"", ""performance_salary"": 3000.0}}"
PI_PL_202604_EMP058_BASIC_SALARY,PAYROLL_202604,PL_202604_EMP058,ESNAP_202604_EMP058,EMP058,PER058,EREL_202604_EMP058,BASIC_SALARY,基本薪资,earning,7000.0,CNY,1,1,COMP_NDSC,SalarySplitRule,,payroll_salary_split_formula,"{""basic_salary"": {""basic_salary"": 7000.0, ""basic_salary_rate"": 0.7, ""monthly_salary_total"": 10000.0, ""performance_base_rate"": 0.3, ""performance_salary_base"": 3000.0, ""position"": ""员工"", ""split_rule_id"": ""SPLIT_06""}}"
